machine_id,date,week,month,month_name,year,assembly_line_no,total_records,failure_count,avg_spindle_speed,avg_torque,avg_vibration,avg_voltage,avg_cutting,availability,performance,quality,oee,oee_class,line_label
Makino-L1-Unit1-2013,2022-01-13,2,1,January,2022,Shopfloor-L1,3,2,20005.333333333332,23.870790079999995,18.890333333333334,381.6666666666667,2.533333333333333,0.3333,0.7245,0.4307,0.104,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-01-14,2,1,January,2022,Shopfloor-L1,4,1,20345.0,30.009407177499998,28.2665,390.25,2.13,0.75,0.7368,0.3724,0.2058,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-01-17,3,1,January,2022,Shopfloor-L1,1,1,19910.0,23.978001,28.713,268.0,3.69,0.0,0.721,0.1387,0.0,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-01-18,3,1,January,2022,Shopfloor-L1,2,0,18321.0,31.516653400000003,24.495,394.0,2.8899999999999997,1.0,0.6635,0.5211,0.3458,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-01-19,3,1,January,2022,Shopfloor-L1,2,2,19931.0,23.952798685,26.641,356.0,2.84,0.0,0.7218,0.1792,0.0,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-01-20,3,1,January,2022,Shopfloor-L1,2,1,21054.5,30.13231977,19.4575,351.5,2.435,0.5,0.7625,0.4696,0.179,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-01-21,3,1,January,2022,Shopfloor-L1,7,1,17172.0,26.176561760000002,25.527571428571427,347.14285714285717,2.5799999999999996,0.8571,0.6219,0.4581,0.2442,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-01-22,3,1,January,2022,Shopfloor-L1,3,2,21182.333333333332,18.328179836666667,23.468,348.6666666666667,2.4899999999999998,0.3333,0.7671,0.3412,0.0873,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-01-23,3,1,January,2022,Shopfloor-L1,4,2,21534.0,23.6820840775,27.75275,355.5,2.8425000000000002,0.5,0.7799,0.3075,0.1199,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-01-25,4,1,January,2022,Shopfloor-L1,2,1,20236.5,23.645856100000003,19.7455,366.5,2.665,0.5,0.7329,0.464,0.17,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-01-26,4,1,January,2022,Shopfloor-L1,5,4,19160.4,26.251606545999998,23.762,320.6,2.886,0.2,0.6939,0.2955,0.041,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-01-27,4,1,January,2022,Shopfloor-L1,3,2,23690.666666666668,23.74855819,26.828333333333333,340.3333333333333,3.08,0.3333,0.858,0.2755,0.0788,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-01-28,4,1,January,2022,Shopfloor-L1,3,0,19097.333333333332,33.440710773333336,24.092666666666663,358.3333333333333,2.186666666666667,1.0,0.6916,0.529,0.3659,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-01-29,4,1,January,2022,Shopfloor-L1,4,3,19185.75,23.9170592425,22.76525,337.5,3.04,0.25,0.6948,0.33,0.0573,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-01-30,4,1,January,2022,Shopfloor-L1,5,3,18636.0,19.06292699,31.1436,309.0,2.732,0.4,0.6749,0.2112,0.057,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-01-31,5,1,January,2022,Shopfloor-L1,4,3,21093.25,27.2411341125,27.9735,339.75,3.175,0.25,0.7639,0.2281,0.0436,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-02-01,5,2,February,2022,Shopfloor-L1,6,4,21183.0,19.48440297,26.144166666666667,332.5,2.8683333333333336,0.3333,0.7671,0.2889,0.0739,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-02-02,5,2,February,2022,Shopfloor-L1,1,0,20415.0,23.38486407,39.693,353.0,2.17,1.0,0.7393,0.3,0.2218,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-02-03,5,2,February,2022,Shopfloor-L1,2,1,21362.0,30.057666060000003,16.835,391.0,2.6750000000000003,0.5,0.7736,0.5209,0.2015,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-02-04,5,2,February,2022,Shopfloor-L1,6,5,24654.666666666668,25.902645726000003,29.085166666666666,344.6666666666667,3.5516666666666663,0.1667,0.8929,0.1814,0.027,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-02-05,5,2,February,2022,Shopfloor-L1,4,1,22125.25,29.25565599,28.127499999999998,355.0,2.8425000000000002,0.75,0.8013,0.3751,0.2254,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-02-06,5,2,February,2022,Shopfloor-L1,10,7,21832.8,21.260474901000002,27.6488,368.6,3.127,0.3,0.7907,0.2495,0.0592,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-02-07,6,2,February,2022,Shopfloor-L1,6,2,17062.833333333332,25.64010294666667,22.673000000000002,348.1666666666667,2.5749999999999997,0.6667,0.6179,0.4568,0.1882,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-02-08,6,2,February,2022,Shopfloor-L1,5,1,20224.0,29.284947336,24.0346,370.6,2.464,0.8,0.7324,0.4701,0.2755,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-02-09,6,2,February,2022,Shopfloor-L1,6,4,19569.666666666668,19.724231568333334,17.722166666666666,368.8333333333333,2.9133333333333336,0.3333,0.7087,0.4535,0.1071,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-02-10,6,2,February,2022,Shopfloor-L1,11,4,19639.636363636364,21.502134354545454,28.530454545454543,347.0,2.7670000000000003,0.6364,0.7112,0.3332,0.1508,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-02-11,6,2,February,2022,Shopfloor-L1,9,1,22312.444444444445,22.56105459777778,26.38888888888889,364.3333333333333,2.7366666666666664,0.8889,0.808,0.4508,0.3238,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-02-12,6,2,February,2022,Shopfloor-L1,5,3,21893.8,25.087695720000003,23.454,304.8,3.314,0.4,0.7929,0.3615,0.1146,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-02-13,6,2,February,2022,Shopfloor-L1,9,4,21536.333333333332,23.583374363333334,27.570888888888888,361.0,2.752222222222222,0.5556,0.7799,0.3277,0.142,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-02-14,7,2,February,2022,Shopfloor-L1,6,3,22064.666666666668,25.44271234,27.0125,360.0,2.558333333333333,0.5,0.7991,0.3219,0.1286,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-02-15,7,2,February,2022,Shopfloor-L1,10,4,19225.8,27.829403199,23.8291,364.0,2.9989999999999997,0.6,0.6963,0.4142,0.173,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-02-16,7,2,February,2022,Shopfloor-L1,6,3,20345.166666666668,24.909061496666666,28.703000000000003,322.3333333333333,2.6616666666666666,0.5,0.7368,0.2889,0.1064,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-02-17,7,2,February,2022,Shopfloor-L1,9,3,19035.777777777777,26.43261417222222,23.692999999999998,360.6666666666667,3.108888888888889,0.6667,0.6894,0.4368,0.2008,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-02-18,7,2,February,2022,Shopfloor-L1,6,2,17535.666666666668,25.221314210000003,24.135499999999997,340.1666666666667,3.2883333333333336,0.6667,0.6351,0.4282,0.1813,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-02-19,7,2,February,2022,Shopfloor-L1,2,1,16409.5,22.440517575,30.3985,408.5,2.9299999999999997,0.5,0.5943,0.2557,0.076,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-02-20,7,2,February,2022,Shopfloor-L1,2,2,22539.5,20.22479629,31.022000000000002,328.5,3.6799999999999997,0.0,0.8163,0.0935,0.0,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-02-21,8,2,February,2022,Shopfloor-L1,9,5,18637.222222222223,22.16179988111111,24.909625,340.44444444444446,3.282222222222222,0.4444,0.6749,0.3464,0.1039,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-02-22,8,2,February,2022,Shopfloor-L1,11,6,20634.81818181818,23.54567514909091,25.604181818181818,320.6363636363636,3.019090909090909,0.4545,0.7473,0.3358,0.1141,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-02-23,8,2,February,2022,Shopfloor-L1,12,5,21413.166666666668,23.258749005,25.364333333333335,350.0833333333333,2.8191666666666664,0.5833,0.7755,0.3791,0.1715,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-02-24,8,2,February,2022,Shopfloor-L1,5,3,18560.6,26.249886993999997,20.080750000000002,342.6,2.998,0.4,0.6722,0.4274,0.1149,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-02-25,8,2,February,2022,Shopfloor-L1,9,6,19677.333333333332,25.11997857888889,24.42211111111111,364.77777777777777,2.7655555555555558,0.3333,0.7126,0.3226,0.0766,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-02-26,8,2,February,2022,Shopfloor-L1,3,1,20840.0,22.94382652666667,26.205000000000002,362.6666666666667,2.183333333333333,0.6667,0.7547,0.3877,0.1951,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-02-27,8,2,February,2022,Shopfloor-L1,12,5,20844.333333333332,26.296743056666667,27.425833333333333,317.75,3.0366666666666666,0.5833,0.7549,0.3388,0.1492,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-02-28,9,2,February,2022,Shopfloor-L1,12,4,19303.0,26.93907756833333,25.00609090909091,352.6666666666667,3.0566666666666666,0.6667,0.6991,0.4111,0.1916,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-03-01,9,3,March,2022,Shopfloor-L1,16,6,20222.0625,24.364632164375,25.624533333333332,344.375,2.660625,0.625,0.7323,0.3866,0.1769,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-03-02,9,3,March,2022,Shopfloor-L1,16,8,20520.9375,23.753687388125,23.15875,346.6875,2.563125,0.5,0.7432,0.3973,0.1476,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-03-03,9,3,March,2022,Shopfloor-L1,14,8,23527.85714285714,22.680282364285716,28.29264285714286,355.35714285714283,2.642857142857143,0.4286,0.8521,0.2755,0.1006,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-03-04,9,3,March,2022,Shopfloor-L1,13,6,20058.846153846152,24.796896318333335,20.52076923076923,343.53846153846155,2.8423076923076924,0.5385,0.7264,0.4604,0.1801,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-03-05,9,3,March,2022,Shopfloor-L1,9,5,18968.666666666668,21.085539264444446,25.571111111111108,341.8888888888889,2.9566666666666666,0.4444,0.6869,0.3334,0.1018,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-03-06,9,3,March,2022,Shopfloor-L1,8,2,21619.0,27.9200816625,26.48275,367.875,2.66,0.75,0.7829,0.4073,0.2392,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-03-07,10,3,March,2022,Shopfloor-L1,10,6,19353.3,25.375596249,21.1819,369.2,2.836,0.4,0.7009,0.4059,0.1138,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-03-08,10,3,March,2022,Shopfloor-L1,15,6,20903.266666666666,23.565480907333335,23.98335714285714,344.4,2.5653333333333332,0.6,0.757,0.4111,0.1867,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-03-09,10,3,March,2022,Shopfloor-L1,6,3,20280.666666666668,29.648322678333333,24.343999999999998,349.8333333333333,2.7733333333333334,0.5,0.7345,0.3741,0.1374,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-03-10,10,3,March,2022,Shopfloor-L1,22,12,19977.863636363636,22.765796192727272,24.160636363636364,334.0,2.848181818181818,0.4545,0.7235,0.364,0.1197,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-03-11,10,3,March,2022,Shopfloor-L1,12,8,20054.333333333332,24.355533334166665,24.8165,363.0833333333333,2.5391666666666666,0.3333,0.7263,0.3149,0.0762,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-03-12,10,3,March,2022,Shopfloor-L1,11,4,19431.272727272728,26.174161774545453,25.93972727272727,333.27272727272725,2.6563636363636363,0.6364,0.7037,0.3838,0.1719,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-03-13,10,3,March,2022,Shopfloor-L1,17,8,19368.352941176472,25.78290199117647,27.26194117647059,358.88235294117646,2.6335294117647057,0.5294,0.7014,0.3259,0.121,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-03-14,11,3,March,2022,Shopfloor-L1,16,11,20936.266666666666,24.787396571333332,24.396375,353.375,2.844375,0.3125,0.7582,0.3168,0.0751,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-03-15,11,3,March,2022,Shopfloor-L1,17,6,17628.235294117647,27.621818982941175,27.09676470588235,344.47058823529414,2.536470588235294,0.6471,0.6384,0.3644,0.1505,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-03-16,11,3,March,2022,Shopfloor-L1,9,4,19152.11111111111,27.616706988888886,22.96966666666667,364.22222222222223,3.03,0.5556,0.6936,0.4176,0.1609,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-03-17,11,3,March,2022,Shopfloor-L1,12,6,21895.666666666668,24.117179884166664,25.04281818181818,347.75,2.7899999999999996,0.5,0.7929,0.3604,0.1429,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-03-18,11,3,March,2022,Shopfloor-L1,4,2,17935.5,22.7242941225,28.73275,335.0,2.3975,0.5,0.6495,0.2883,0.0936,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-03-19,11,3,March,2022,Shopfloor-L1,15,9,14785.733333333334,27.890383932666666,27.257333333333335,349.14285714285717,2.6093333333333333,0.4,0.5355,0.2871,0.0615,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-03-20,11,3,March,2022,Shopfloor-L1,11,8,23819.0,27.409773310000002,24.790090909090907,332.8181818181818,2.9145454545454546,0.2727,0.8626,0.2972,0.0699,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-03-21,12,3,March,2022,Shopfloor-L1,9,6,18785.777777777777,25.32697423,24.916,338.0,2.951111111111111,0.3333,0.6803,0.3129,0.071,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-03-22,12,3,March,2022,Shopfloor-L1,16,9,19186.6875,27.150847778125,26.097,361.5,2.893125,0.4375,0.6948,0.3211,0.0976,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-03-23,12,3,March,2022,Shopfloor-L1,12,9,21159.25,27.702795180833334,25.355583333333332,339.5,2.9791666666666665,0.25,0.7663,0.2793,0.0535,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-03-24,12,3,March,2022,Shopfloor-L1,10,4,20882.6,25.734211917,26.7738,326.1,2.589,0.6,0.7563,0.3566,0.1618,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-03-25,12,3,March,2022,Shopfloor-L1,13,5,17054.615384615383,29.259180950833336,23.86676923076923,340.6923076923077,2.81,0.6154,0.6176,0.418,0.1589,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-03-26,12,3,March,2022,Shopfloor-L1,7,7,22155.285714285714,27.896433845714284,24.478,338.57142857142856,2.66,0.0,0.8023,0.2215,0.0,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-03-27,12,3,March,2022,Shopfloor-L1,10,7,21163.7,27.127097513333336,26.2827,347.6,3.325,0.3,0.7664,0.2762,0.0635,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-03-28,13,3,March,2022,Shopfloor-L1,10,4,20352.8,26.229130056000002,23.7133,358.2,2.864,0.6,0.7371,0.4164,0.1842,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-03-29,13,3,March,2022,Shopfloor-L1,11,5,23055.727272727272,23.152910279090907,28.51581818181818,354.6363636363636,2.8354545454545454,0.5455,0.835,0.3062,0.1394,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-03-30,13,3,March,2022,Shopfloor-L1,11,6,19566.18181818182,19.535316033636363,25.60172727272727,365.90909090909093,2.5045454545454544,0.4545,0.7086,0.3359,0.1082,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-03-31,13,3,March,2022,Shopfloor-L1,6,4,22408.0,24.843365918333333,24.572666666666667,382.8333333333333,3.3233333333333337,0.3333,0.8115,0.3196,0.0865,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-04-01,13,4,April,2022,Shopfloor-L1,7,5,22023.285714285714,26.196554595714286,22.467285714285715,354.2857142857143,3.027142857142857,0.2857,0.7976,0.3465,0.079,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-04-02,13,4,April,2022,Shopfloor-L1,11,9,20605.727272727272,24.90500878090909,22.98890909090909,354.1818181818182,2.9872727272727273,0.1818,0.7462,0.3051,0.0414,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-04-03,13,4,April,2022,Shopfloor-L1,7,6,22958.0,22.239098634285714,26.503714285714285,369.2857142857143,2.707142857142857,0.1429,0.8314,0.2247,0.0267,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-04-04,14,4,April,2022,Shopfloor-L1,11,4,20739.272727272728,24.466424034545454,28.275363636363636,354.0,2.673636363636364,0.6364,0.7511,0.3381,0.1616,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-04-05,14,4,April,2022,Shopfloor-L1,14,9,22260.571428571428,24.229527436428572,24.165357142857143,344.2857142857143,2.8328571428571427,0.3571,0.8062,0.3347,0.0964,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-04-06,14,4,April,2022,Shopfloor-L1,9,2,19432.555555555555,24.516160894444443,25.031,332.8888888888889,2.4066666666666667,0.7778,0.7037,0.444,0.243,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-04-07,14,4,April,2022,Shopfloor-L1,16,6,22264.625,24.78702595875,30.457,374.125,2.47625,0.625,0.8063,0.2921,0.1472,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-04-08,14,4,April,2022,Shopfloor-L1,7,6,24001.14285714286,21.61159411857143,24.395857142857146,360.85714285714283,2.7971428571428576,0.1429,0.8692,0.2659,0.033,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-04-09,14,4,April,2022,Shopfloor-L1,4,3,20701.5,22.7047218325,14.32075,351.5,3.2625,0.25,0.7497,0.495,0.0928,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-04-10,14,4,April,2022,Shopfloor-L1,11,7,19098.090909090908,24.070142393636363,24.98781818181818,360.09090909090907,2.930909090909091,0.3636,0.6916,0.3206,0.0806,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-04-11,15,4,April,2022,Shopfloor-L1,7,4,18293.285714285714,23.802710551428568,23.023285714285716,342.2857142857143,2.4057142857142857,0.4286,0.6625,0.3785,0.1075,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-04-12,15,4,April,2022,Shopfloor-L1,8,5,21090.25,24.688230284285712,22.657375000000002,344.375,2.58375,0.375,0.7638,0.3696,0.1058,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-04-13,15,4,April,2022,Shopfloor-L1,10,5,20349.5,28.624100724999998,23.0824,366.4,2.5439999999999996,0.5,0.737,0.3988,0.1469,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-04-14,15,4,April,2022,Shopfloor-L1,8,4,22796.875,25.0196369325,26.519125,368.875,2.26375,0.5,0.8256,0.3316,0.1369,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-04-15,15,4,April,2022,Shopfloor-L1,4,3,18851.25,20.3591903825,27.792,351.0,2.6325000000000003,0.25,0.6827,0.2317,0.0395,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-04-16,15,4,April,2022,Shopfloor-L1,9,7,21408.333333333332,23.91731145875,25.14011111111111,330.6666666666667,2.5244444444444443,0.2222,0.7753,0.2752,0.0474,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-04-17,15,4,April,2022,Shopfloor-L1,5,1,15658.2,31.425071482,23.9594,342.6,2.83,0.8,0.5671,0.4716,0.2139,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-04-18,16,4,April,2022,Shopfloor-L1,3,1,19221.0,27.51585661333333,25.016666666666666,296.6666666666667,2.85,0.6667,0.6961,0.4109,0.1907,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-04-19,16,4,April,2022,Shopfloor-L1,6,3,17544.5,30.340160158333333,25.56866666666667,323.0,2.223333333333333,0.5,0.6354,0.3502,0.1112,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-04-20,16,4,April,2022,Shopfloor-L1,4,2,19696.75,27.741804755,20.131249999999998,336.75,2.5025,0.5,0.7133,0.4564,0.1628,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-04-21,16,4,April,2022,Shopfloor-L1,6,2,21569.666666666668,23.008072673333334,25.482166666666668,356.3333333333333,2.73,0.6667,0.7811,0.4018,0.2093,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-04-22,16,4,April,2022,Shopfloor-L1,6,4,21730.5,24.894184235,23.60383333333333,340.1666666666667,2.5483333333333333,0.3333,0.787,0.3386,0.0888,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-04-24,16,4,April,2022,Shopfloor-L1,4,2,20415.75,22.163092565,22.223,362.25,2.7675,0.5,0.7394,0.4156,0.1536,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-04-25,17,4,April,2022,Shopfloor-L1,4,3,22757.5,27.81129232,25.0715,399.5,3.2725,0.25,0.8242,0.2849,0.0587,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-04-26,17,4,April,2022,Shopfloor-L1,3,2,24886.333333333332,28.24797497333334,24.326333333333334,368.6666666666667,3.09,0.3333,0.9013,0.3244,0.0975,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-04-27,17,4,April,2022,Shopfloor-L1,1,1,18617.0,25.64333674,31.916,390.0,2.72,0.0,0.6742,0.0761,0.0,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-04-28,17,4,April,2022,Shopfloor-L1,2,1,23473.5,24.513420410000002,17.8135,376.5,2.19,0.5,0.8501,0.5018,0.2133,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-04-30,17,4,April,2022,Shopfloor-L1,7,3,17840.428571428572,22.562386707142856,27.98757142857143,351.2857142857143,2.4199999999999995,0.5714,0.6461,0.3243,0.1197,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-05-01,17,5,May,2022,Shopfloor-L1,6,2,22666.5,24.082569366666664,22.528666666666666,299.5,2.6599999999999997,0.6667,0.8209,0.4596,0.2515,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-05-02,18,5,May,2022,Shopfloor-L1,1,0,20765.0,22.99070551,27.272,231.0,2.75,1.0,0.752,0.4669,0.3511,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-05-03,18,5,May,2022,Shopfloor-L1,1,0,14152.0,23.0073253,28.393,325.0,2.68,1.0,0.5125,0.4449,0.228,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-05-04,18,5,May,2022,Shopfloor-L1,2,1,22088.0,15.90071615,20.7325,329.0,3.215,0.5,0.7999,0.4447,0.1779,Poor (<40%),Shopfloor-L1
Makino-L1-Unit1-2013,2022-05-05,18,5,May,2022,Shopfloor-L1,1,1,23432.0,14.20288973,26.288,337.0,2.69,0.0,0.8486,0.1861,0.0,Poor (<40%),Shopfloor-L1
